INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
Orilissa,Synonym,DTXSID601003247,Elagolix sodium,[Na+].COC1=CC=CC(=C1F)C1=C(C)N(CC2=C(C=CC=C2F)C(F)(F)F)C(=O)N(C[C@H](NCCCC([O-])=O)C2=CC=CC=C2)C1=O
Esomeprazole Sodium,Approved Name,DTXSID90904644,Esomeprazole sodium,[Na+].COC1=CC2=C(C=C1)N=C(N2)[S@@](=O)CC1=C(C)C(OC)=C(C)C=N1
Naproxen Sodium,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID7045576,Naproxen sodium,[Na+].COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C([O-])=O
Rabeprazole sodium,Approved Name,DTXSID3044205,Rabeprazole sodium,[Na+].COCCCOC1=CC=NC(CS(=O)C2=NC3=C([N-]2)C=CC=C3)=C1C
Levothyroxine Sodium,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID90883228,L-Thyroxine monosodium salt,[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C([O-])=O
Synthroid,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID90883228,L-Thyroxine monosodium salt,[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C([O-])=O
Liothyronine sodium,Synonym,DTXSID8047505,"3,5,3′-Triiodo-L-thyronine monosodium salt",[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C([O-])=O
Chloramphenicol Sodium Succinate,Approved Name,DTXSID2024747,Chloramphenicol sodium succinate,[Na+].O[C@@H]([C@@H](COC(=O)CCC([O-])=O)NC(=O)C(Cl)Cl)C1=CC=C(C=C1)[N+]([O-])=O
Phenytoin,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID2023775,Diphenylhydantoin sodium,[Na+].O=C1NC(C(=O)[N-]1)(C1=CC=CC=C1)C1=CC=CC=C1
Phenytek,Synonym,DTXSID2023775,Diphenylhydantoin sodium,[Na+].O=C1NC(C(=O)[N-]1)(C1=CC=CC=C1)C1=CC=CC=C1
Arsenic Trioxide,Synonym,DTXSID0074007,Arsenite,[O-][As]([O-])[O-]
GANITE,Synonym,DTXSID5024217,Nitrate,[O-][N+]([O-])=O
ORFADIN,Synonym,DTXSID9042673,"2-(2-Nitro-4-trifluoromethylbenzoyl)-1,3-cyclohexanedione",[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O
Dantrolene,Approved Name,DTXSID7022881,Dantrolene,[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)C=NN1CC(=O)NC1=O
Nitrofurantoin,Approved Name,DTXSID7020972,Nitrofurantoin,[O-][N+](=O)C1=CC=C(O1)C=NN1CC(=O)NC1=O
Clonazepam,Approved Name,DTXSID1022845,Clonazepam,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1
Benznidazole,Approved Name,DTXSID9046570,Benznidazole,[O-][N+](=O)C1=NC=CN1CC(=O)NCC1=CC=CC=C1
nitroglycerin,Expert Validated Synonym,DTXSID1021407,Trinitroglycerin,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O
Cisatracurium Besylate,Approved Name,DTXSID10895045,Cisatracurium besylate,[O-]S(=O)(=O)C1=CC=CC=C1.[O-]S(=O)(=O)C1=CC=CC=C1.COC1=C(OC)C=C(C[C@@H]2C3=CC(OC)=C(OC)C=C3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCC3=CC(OC)=C(OC)C=C3[C@H]2CC2=CC(OC)=C(OC)C=C2)C=C1
Atracurium Besylate,Approved Name,DTXSID6022630,Atracurium besylate,[O-]S(=O)(=O)C1=CC=CC=C1.[O-]S(=O)(=O)C1=CC=CC=C1.COC1=CC=C(CC2C3=CC(OC)=C(OC)C=C3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCC3=CC(OC)=C(OC)C=C3C2CC2=CC=C(OC)C(OC)=C2)C=C1OC
Hydroxocobalamin,Approved Name,DTXSID60897433,Hydroxocobalamin,[OH-].[Co+3].CC(CNC(=O)CCC1(C)C(CC(N)=O)C2[N-]C1=C(C)C1=N\C(=C/C3=N/C(=C(C)\C4=NC2(C)C(C)(CC(N)=O)C4CCC(N)=O)/C(C)(CC(N)=O)C3CCC(N)=O)C(C)(C)C1CCC(N)=O)OP([O-])(=O)OC1C(CO)OC(C1O)N1C=NC2=CC(C)=C(C)C=C12
Zinc Sulfate,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID2040315,Zinc sulfate,[Zn++].[O-]S([O-])(=O)=O
RAZADYNE,Expert Validated Synonym,DTXSID4052768,Galantamine hydrobromide,Br.[H][C@]12C[C@@H](O)C=C3CCN(C)CC4=C([C@@H]13)C(O2)=C(OC)C=C4
eletriptan hydrobromide,Approved Name,DTXSID001016113,Eletriptan hydrobromide,Br.CN1CCC[C@@H]1CC1=CNC2=CC=C(CCS(=O)(=O)C3=CC=CC=C3)C=C12
Eletriptan Hydrobromide,Approved Name,DTXSID001016113,Eletriptan hydrobromide,Br.CN1CCC[C@@H]1CC1=CNC2=CC=C(CCS(=O)(=O)C3=CC=CC=C3)C=C12
Enablex,Synonym,DTXSID9046780,Darifenacin hydrobromide,Br.NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1
RASAGILINE,Approved Name,DTXSID3041112,Rasagiline,C#CCN[C@@H]1CCC2=CC=CC=C12
Mozobil,Expert Validated Synonym,DTXSID70869520,Plerixafor,C(N1CCCNCCNCCCNCC1)C1=CC=C(CN2CCCNCCNCCCNCC2)C=C1
Carbidopa,Approved Name,DTXSID4022735,Carbidopa,C[C@@](CC1=CC=C(O)C(O)=C1)(NN)C(O)=O
voriconazole,Approved Name,DTXSID5046485,Voriconazole,C[C@@H](C1=C(F)C=NC=N1)C(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F
NUBEQA,Synonym,DTXSID101027953,Darolutamide,C[C@@H](CN1C=CC(=N1)C1=CC=C(C#N)C(Cl)=C1)NC(=O)C1=NNC(=C1)C(C)O
CINACALCET,Approved Name,DTXSID8048286,Cinacalcet,C[C@@H](NCCCC1=CC=CC(=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12
Ertapenem,Approved Name,DTXSID50165456,Ertapenem,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(S[C@@H]3CN[C@@H](C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N2C1=O)C(O)=O
Bleomycin,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID20872327,Bleomycin A2,C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)C1=NC(=NC(N)=C1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)C1=CN=CN1)C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C
ARGATROBAN,Approved Name,DTXSID7046467,Argatroban,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2
Cevimeline,Approved Name,DTXSID2023777,Cevimeline,C[C@@H]1O[C@@]2(CS1)CN1CCC2CC1
Methyldopa,Synonym,DTXSID5023295,(-)-Methyldopa,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O
Oxandrolone,Approved Name,DTXSID8023399,Oxandrolone,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)OC[C@]4(C)[C@H]3CC[C@]12C
Androxy,Synonym,DTXSID8033512,Fluoxymestrone,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C
METHITEST,Synonym,DTXSID1033664,17-Methyltestosterone,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
Prednisolone,Approved Name,DTXSID9021184,Prednisolone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
Hydrocortisone,Approved Name,DTXSID7020714,Hydrocortisone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
PredniSONE,Approved Name,DTXSID4021185,Prednisone,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
Exemestane,Approved Name,DTXSID5023037,Exemestane,C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O
Nandrolone Decanoate,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID7023350,Nandrolone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O
Depo-Estradiol,Synonym,DTXSID4022999,Estradiol cypionate,C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)=CC=C34)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1
Danazol,Approved Name,DTXSID2022880,Danazol,C[C@]12CC[C@H]3[C@@H](CCC4=CC5=C(C[C@]34C)C=NO5)[C@@H]1CC[C@@]2(O)C#C
Paricalcitol,Approved Name,DTXSID4048640,Paricalcitol,C[C@H](\C=C\[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1C[C@@H](O)C[C@H](O)C1
SILODOSIN,Approved Name,DTXSID40167045,Silodosin,C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F
Captopril,Approved Name,DTXSID1037197,Captopril,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O
ENALAPRILAT,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID0048975,Enalapril acid,C[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O
Aztreonam,Approved Name,DTXSID0022640,Aztreonam,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C2=CSC(N)=N2)C(=O)N1S(O)(=O)=O
Alvimopan,Approved Name,DTXSID60166035,Alvimopan,C[C@H]1CN(C[C@H](CC2=CC=CC=C2)C(=O)NCC(O)=O)CC[C@@]1(C)C1=CC(O)=CC=C1
Levofloxacin,Approved Name,DTXSID0041060,Levofloxacin,C[C@H]1COC2=C(N3CCN(C)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O
Amphotericin B,Approved Name,DTXSID9022601,Amphotericin B,C[C@H]1O[C@@H](O[C@@H]2C[C@@H]3O[C@@](O)(C[C@H](O)[C@H]3C(O)=O)C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O
Digoxin,Approved Name,DTXSID5022934,Digoxin,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C
acarbose,Approved Name,DTXSID8046034,Acarbose,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@H]([C@H](O)CO)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O
Lorbrena,Synonym,DTXSID201027944,Lorlatinib,C[C@H]1OC2=C(N)N=CC(=C2)C2=C(C#N)N(C)N=C2CN(C)C(=O)C2=CC=C(F)C=C12
Choline C 11,Approved Name,DTXSID10241624,Choline C-11,C[N+](C)([11CH3])CCO
Levocarnitine,Approved Name,DTXSID4023208,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O
Cystadane,Synonym from Valid Source,DTXSID8022666,Betaine,C[N+](C)(C)CC([O-])=O
FIBRICOR,Synonym,DTXSID50234939,Choline fenofibrate,C[N+](C)(C)CCO.CC(C)(OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1)C([O-])=O
Glycopyrrolate,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID2048165,"3-[(2-Cyclopentyl-2-hydroxy-2-phenylacetyl)oxy]-1,1-dimethylpyrrolidinium",C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1
Claravis,Synonym,DTXSID4023177,13-cis Retinoic acid,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O
Aubagio,Synonym,DTXSID80893457,Teriflunomide,C\C(O)=C(/C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F
Romidepsin,Approved Name,DTXSID8048579,Romidepsin,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)C(NC1=O)C(C)C
Varenicline,Approved Name,DTXSID70891447,Varenicline,C1[C@H]2CNC[C@@H]1C1=CC3=C(C=C21)N=CC=N3
Estropipate,Approved Name,DTXSID3023005,Estropipate,C1CNCCN1.C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OS(O)(=O)=O)=C4)[C@@H]1CCC2=O
CALQUENCE,Expert Validated Synonym,DTXSID401026209,Acalabrutinib,CC#CC(=O)N1CCC[C@H]1C1=NC(=C2N1C=CN=C2N)C1=CC=C(C=C1)C(=O)NC1=CC=CC=N1
Teflaro,Synonym,DTXSID50193133,Ceftaroline fosamil acetate,CC([O-])=O.CCO\N=C(/C(=O)N[C@H]1[C@H]2SCC(SC3=NC(=CS3)C3=CC=[N+](C)C=C3)=C(N2C1=O)C(O)=O)C1=NSC(NP(O)(O)=O)=N1
Ibrance,Synonym,DTXSID40972590,Palbociclib,CC(=O)C1=C(C)C2=CN=C(NC3=NC=C(C=C3)N3CCNCC3)N=C2N(C2CCCC2)C1=O
Visipaque,Synonym from Valid Source,DTXSID2045523,Iodixanol,CC(=O)N(CC(O)CN(C(C)=O)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I
OMNIPAQUE,Synonym from Valid Source,DTXSID6023157,Iohexol,CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I
acetylcysteine,Expert Validated Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID5020021,N-Acetyl-L-cysteine,CC(=O)N[C@@H](CS)C(O)=O
KETOCONAZOLE,Approved Name,DTXSID7029879,Ketoconazole,CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
Linezolid,Approved Name,DTXSID5046489,Linezolid,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1
Acetaminophen,Approved Name,DTXSID2020006,Acetaminophen,CC(=O)NC1=CC=C(O)C=C1
Acetazolamide,Approved Name,DTXSID7022544,Acetazolamide,CC(=O)NC1=NN=C(S1)S(N)(=O)=O
Acetazolamide,Approved Name,DTXSID7022544,Acetazolamide,CC(=O)NC1=NN=C(S1)S(N)(=O)=O
Lithostat,Synonym,DTXSID7022546,Acetohydroxamic acid,CC(=O)NO
Rocuronium,Approved Name,DTXSID6048339,Rocuronium,CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1
Abiraterone Acetate,Approved Name,DTXSID3049043,Abiraterone acetate,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC=C4C4=CN=CC=C4)[C@@H]3CC=C2C1
XURIDEN,Expert Validated Synonym,DTXSID40961409,"2′,3′,5′-Tri-O-acetyluridine",CC(=O)OC[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H]1OC(C)=O)N1C=CC(=O)NC1=O
Prasugrel,Approved Name,DTXSID70861544,Prasugrel,CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=CC=CC=C2F)S1
Famciclovir,Approved Name,DTXSID0023038,Famciclovir,CC(=O)OCC(CCN1C=NC2=C1N=C(N)N=C2)COC(C)=O
ketoprofen,Approved Name,DTXSID6020771,Ketoprofen,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1
Flurbiprofen,Approved Name,DTXSID0037231,Flurbiprofen,CC(C(O)=O)C1=CC=C(C(F)=C1)C1=CC=CC=C1
Anastrozole,Approved Name,DTXSID9022607,Anastrozole,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N
Metopirone,Synonym from Valid Source - WARNING: Synonym mapped to two or more chemicals,DTXSID1023314,Metyrapone,CC(C)(C(=O)C1=CN=CC=C1)C1=CN=CC=C1
Hepsera,Synonym,DTXSID5046487,Adefovir dipivoxil,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C1N=CN=C2N)OCOC(=O)C(C)(C)C
Diacomit,Synonym,DTXSID6049068,Stiripentol,CC(C)(C)C(O)C=CC1=CC2=C(OCO2)C=C1
Kalydeco,Synonym,DTXSID00236281,Ivacaftor,CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C
Tafinlar,Expert Validated Synonym,DTXSID20152499,Dabrafenib,CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1
Perindopril Erbumine,Approved Name,DTXSID1044198,Perindopril erbumine,CC(C)(C)N.CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC
CRIXIVAN,Integrated Source Name,DTXSID4043802,Indinavir,CC(C)(C)NC(=O)[C@@H]1CN(CC2=CC=CN=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2
Finasteride,Approved Name,DTXSID3020625,Finasteride,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
Albuterol,Approved Name,DTXSID5021255,Albuterol,CC(C)(C)NCC(O)C1=CC=C(O)C(CO)=C1
Nadolol,Approved Name,DTXSID3023342,Nadolol,CC(C)(C)NCC(O)COC1=CC=CC2=C1CC(O)C(O)C2
Nexletol,Synonym,DTXSID401027952,Bempedoic acid,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(O)=O)C(O)=O
Idhifa,Synonym,DTXSID801027942,Enasidenib,CC(C)(O)CNC1=NC(NC2=CC=NC(=C2)C(F)(F)F)=NC(=N1)C1=CC=CC(=N1)C(F)(F)F
Fenofibric acid,Approved Name,DTXSID8041030,Fenofibric acid,CC(C)(OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1)C(O)=O
Penicillamine,Expert Validated Synonym,DTXSID6037069,D-Penicillamine,CC(C)(S)[C@@H](N)C(O)=O
Valganciclovir,Approved Name,DTXSID8048288,Valganciclovir,CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2=C1NC(N)=NC2=O
Ritonavir,Approved Name,DTXSID1048627,Ritonavir,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1
Nateglinide,Approved Name,DTXSID9040687,Nateglinide,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O
Eulexin,Synonym from Valid Source,DTXSID7032004,Flutamide,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
Horizant,Expert Validated Synonym,DTXSID30870359,Gabapentin enacarbil,CC(C)C(=O)OC(C)OC(=O)NCC1(CC(O)=O)CCCCC1
molnupiravir,Approved Name,DTXSID501028058,Molnupiravir,CC(C)C(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=C\C(NC1=O)=N\O
PREGABALIN,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID1045950,Pregabalin,CC(C)C[C@H](CN)CC(O)=O
FIRMAGON,Synonym,DTXSID801026401,Degarelix,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC=C(NC(N)=O)C=C1)NC(=O)[C@H](CC1=CC=C(NC(=O)[C@@H]2CC(=O)NC(=O)N2)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=C(C=CC=C2)C=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
ZOLADEX,Synonym from Valid Source,DTXSID7048297,Goserelin,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O
VELCADE,Synonym,DTXSID3040980,Bortezomib,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=NC=CN=C1)B(O)O
Zegalogue,Synonym,DTXSID501336774,Dasiglucagon,CC(C)C[C@H](NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](C)NC(=O)C(C)(C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CC1=CNC=N1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(O)=O
KYPROLIS,Synonym,DTXSID4048690,Carfilzomib,CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1
NINLARO,Synonym,DTXSID701025662,Ixazomib,CC(C)C[C@H](NC(=O)CNC(=O)C1=CC(Cl)=CC=C1Cl)B(O)O
Rosuvastatin,Approved Name,DTXSID8048492,Rosuvastatin,CC(C)C1=C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)C(=NC(=N1)N(C)S(C)(=O)=O)C1=CC=C(F)C=C1
LUMAKRAS,Synonym,DTXSID001099260,"6-Fluoro-7-(2-fluoro-6-hydroxyphenyl)-1-[4-methyl-2-(2-propanyl)-3-pyridinyl]-4-[(2S)-2-methyl-4-(2-propenoyl)-1-piperazinyl]pyrido[2,3-d]pyrimidin-2(1H)-one",CC(C)C1=C(N2C(=O)N=C(N3CCN(C[C@@H]3C)C(=O)C=C)C3=CC(F)=C(N=C23)C2=C(F)C=CC=C2O)C(C)=CC=N1
PROPOFOL,Approved Name,DTXSID6023523,Propofol,CC(C)C1=CC=CC(C(C)C)=C1O
Maraviroc,Approved Name,DTXSID8048949,Maraviroc,CC(C)C1=NN=C(C)N1[C@@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1
PREGABALIN,Expert Validated Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID20861392,3-(Aminomethyl)-5-methylhexanoic acid,CC(C)CC(CN)CC(O)=O
ibuprofen,Approved Name,DTXSID5020732,Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O
PHYTONADIONE,Approved Name,DTXSID8023472,Phytonadione,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O
PREZISTA,Synonym,DTXSID0046779,Darunavir,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)C1=CC=C(N)C=C1
Febuxostat,Approved Name,DTXSID8048650,Febuxostat,CC(C)COC1=CC=C(C=C1C#N)C1=NC(C)=C(S1)C(O)=O
NUPLAZID,Expert Validated Synonym,DTXSID90990906,Pimavanserin,CC(C)COC1=CC=C(CNC(=O)N(CC2=CC=C(F)C=C2)C2CCN(C)CC2)C=C1
Fluvastatin,Approved Name,DTXSID2020636,Fluvastatin,CC(C)N1C(\C=C\[C@H](O)C[C@H](O)CC(O)=O)=C(C2=C1C=CC=C2)C1=CC=C(F)C=C1
OXBRYTA,Synonym,DTXSID801027954,Voxelotor,CC(C)N1N=CC=C1C1=C(COC2=CC=CC(O)=C2C=O)C=CC=N1
Torsemide,Approved Name,DTXSID2023690,Torsemide,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC(C)=CC=C2)C=CN=C1
SOTALOL,Approved Name,DTXSID0023589,Sotalol,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
Pindolol,Approved Name,DTXSID8023476,Pindolol,CC(C)NCC(O)COC1=C2C=CNC2=CC=C1
Atenolol,Approved Name,DTXSID2022628,Atenolol,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1
VEMLIDY,Synonym,DTXSID50958941,Tenofovir alafenamide,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)CN1C=NC2=C(N)N=CN=C12)OC1=CC=CC=C1
Fenofibrate,Approved Name,DTXSID2029874,Fenofibrate,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1
ZYKADIA,Expert Validated Synonym,DTXSID10725373,Ceritinib,CC(C)OC1=C(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)C=C(C)C(=C1)C1CCNCC1
